Name,Scholar Link,DOI,Bibtex,PDF Name,Year,Scholar page,Journal,Downloaded,Downloaded from,Authors
Systematic Comparison of High-throughput Single-Cell and Single-Nucleus Transcriptomes during Cardiomyocyte Differentiation,,10.1038/s41598-020-58327-6,True,Systematic Comparison of High-throughput Single-Cell and Single-Nucleus Transcriptomes during Cardiomyocyte Differentiation.pdf,2020,,Scientific Reports,True,SciHub,Alan Selewa and Ryan Dohn and Heather Eckart and Stephanie Lozano and Bingqing Xie and Eric Gauchat and Reem Elorbany and Katherine Rhodes and Jonathan Burnett and Yoav Gilad and Sebastian Pott and Anindita Basu
Single-Cell Transcriptomic Atlas of Primate Ovarian Aging,,10.1016/j.cell.2020.01.009,True,Single-Cell Transcriptomic Atlas of Primate Ovarian Aging.pdf,2020,,Cell,True,SciHub,Si Wang and Yuxuan Zheng and Jingyi Li and Yang Yu and Weiqi Zhang and Moshi Song and Zunpeng Liu and Zheying Min and Huifang Hu and Ying Jing and Xiaojuan He and Liang Sun and Lifang Ma and Concepcion Rodriguez Esteban and Piu Chan and Jie Qiao and Qi Zhou and Juan Carlos Izpisua Belmonte and Jing Qu and Fuchou Tang and Guang-Hui Liu
Genome-wide In Vivo CNS Screening Identifies Genes that Modify CNS Neuronal Survival and mHTT Toxicity,,10.1016/j.neuron.2020.01.004,True,Genome-wide In_Vivo CNS Screening Identifies Genes that Modify CNS Neuronal Survival and mHTT Toxicity.pdf,2020,,Neuron,True,SciHub,Mary H. Wertz and Mollie R. Mitchem and S. Sebastian Pineda and Lea J. Hachigian and Hyeseung Lee and Vanessa Lau and Alex Powers and Ruth Kulicke and Gurrein K. Madan and Medina Colic and Martine Therrien and Amanda Vernon and Victoria F. Beja-Glasser and Mudra Hegde and Fan Gao and Manolis Kellis and Traver Hart and John G. Doench and Myriam Heiman
Reconstructed Single-Cell Fate Trajectories Define Lineage Plasticity Windows during Differentiation of Human PSC-Derived Distal Lung Progenitors,,10.1016/j.stem.2019.12.009,True,Reconstructed Single-Cell Fate Trajectories Define Lineage Plasticity Windows during Differentiation of Human PSC-Derived Distal Lung Progenitors.pdf,2020,,Cell Stem Cell,True,SciHub,Killian Hurley and Jun Ding and Carlos Villacorta-Martin and Michael J. Herriges and Anjali Jacob and Marall Vedaie and Konstantinos D. Alysandratos and Yuliang L. Sun and Chieh Lin and Rhiannon B. Werder and Jessie Huang and Andrew A. Wilson and Aditya Mithal and Gustavo Mostoslavsky and Irene Oglesby and Ignacio S. Caballero and Susan H. Guttentag and Farida Ahangari and Naftali Kaminski and Alejo Rodriguez-Fraticelli and Fernando Camargo and Ziv Bar-Joseph and Darrell N. Kotton
Adult Human Glioblastomas Harbor Radial Glia-like Cells,,10.1016/j.stemcr.2020.01.007,True,Adult Human Glioblastomas Harbor Radial Glia-like Cells.pdf,2020,,Stem Cell Reports,True,SciHub,Rong Wang and Roshan Sharma and Xiaojuan Shen and Ashley M. Laughney and Kosuke Funato and Philip J. Clark and Monika Shpokayte and Peter Morgenstern and Monalisa Navare and Yichi Xu and Shaghayegh Harbi and Ignas Masilionis and Gouri Nanjangud and Yanhong Yang and Gabriel Duran-Rehbein and Martin Hemberg and Dana Pe{\textquotesingle}er and Viviane Tabar
The in vivo genetic program of murine primordial lung epithelial progenitors,,10.1038/s41467-020-14348-3,True,The in vivo genetic program of murine primordial lung epithelial progenitors.pdf,2020,,Nature Communications,True,SciHub,Laertis Ikonomou and Michael J. Herriges and Sara L. Lewandowski and Robert Marsland and Carlos Villacorta-Martin and Ignacio S. Caballero and David B. Frank and Reeti M. Sanghrajka and Keri Dame and Maciej M. Ka{\'{n}}du{\l}a and Julia Hicks-Berthet and Matthew L. Lawton and Constantina Christodoulou and Attila J. Fabian and Eric Kolaczyk and Xaralabos Varelas and Edward E. Morrisey and John M. Shannon and Pankaj Mehta and Darrell N. Kotton
Characterizing Adult Cochlear Supporting Cell Transcriptional Diversity Using Single-Cell RNA-Seq: Validation in the Adult Mouse and Translational Implications for the Adult Human Cochlea,,10.3389/fnmol.2020.00013,True,Characterizing Adult Cochlear Supporting Cell Transcriptional Diversity Using Single-Cell RNA-Seq_ Validation in the Adult Mouse and Translational Implications for the Adult Human Cochlea.pdf,2020,,Frontiers in Molecular Neuroscience,True,SciHub,Michael Hoa and Rafal Olszewski and Xiaoyi Li and Ian Taukulis and Shoujun Gu and Alvin DeTorres and Ivan A. Lopez and Fred H. Linthicum Jr. and Akira Ishiyama and Daniel Martin and Robert J. Morell and Matthew W. Kelley
Clonal competition within complex evolutionary hierarchies shapes AML over time,,10.1038/s41467-019-14106-0,True,Clonal competition within complex evolutionary hierarchies shapes AML over time.pdf,2020,,Nature Communications,True,SciHub,Carl Sand{\'{e}}n and Henrik Lilljebjörn and Christina Orsmark Pietras and Rasmus Henningsson and Karim H. Saba and Niklas Landberg and Hanna Thorsson and Sofia von Palffy and Pablo Pe{\~{n}}a-Martinez and Carl Högberg and Marianne Rissler and David Gisselsson and Vladimir Lazarevic and Gunnar Juliusson and Helena {\AA}gerstam and Thoas Fioretos
Replicational Dilution of H3K27me3 in Mammalian Cells and the Role of Poised Promoters,,10.1016/j.molcel.2020.01.017,True,Replicational Dilution of H3K27me3 in Mammalian Cells and the Role of Poised Promoters.pdf,2020,,Molecular Cell,True,SciHub,Unmesh Jadhav and Elisa Manieri and Kodandaramireddy Nalapareddy and Shariq Madha and Shaon Chakrabarti and Kai Wucherpfennig and Megan Barefoot and Ramesh A. Shivdasani
Single-cell transcriptome analysis of human skin identifies novel fibroblast subpopulation and enrichment of immune subsets in atopic dermatitis,,10.1016/j.jaci.2020.01.042,True,Single-cell transcriptome analysis of human skin identifies novel fibroblast subpopulation and enrichment of immune subsets in atopic dermatitis.pdf,2020,,Journal of Allergy and Clinical Immunology,True,SciHub,Helen He and Hemant Suryawanshi and Pavel Morozov and Jes{\'{u}}s Gay-Mimbrera and Ester Del Duca and Hyun Je Kim and Naoya Kameyama and Yeriel Estrada and Evan Der and James G. Krueger and Juan Ruano and Thomas Tuschl and Emma Guttman-Yassky
The histone demethylase JMJD2B regulates endothelial-to-mesenchymal transition,,10.1073/pnas.1913481117,True,,2020,,Proceedings of the National Academy of Sciences,False,,Simone F. Glaser and Andreas W. Heumüller and Lukas Tombor and Patrick Hofmann and Marion Muhly-Reinholz and Ariane Fischer and Stefan Günther and Karoline E. Kokot and Hitoshi Okada and David Hassel and Sandeep Kumar and Hanjoong Jo and Reinier A. Boon and Wesley Abplanalp and David John and Jes-Niels Boeckel and Stefanie Dimmeler
Single-cell RNA-sequencing of differentiating iPS cells reveals dynamic genetic effects on gene expression,,10.1038/s41467-020-14457-z,True,Single-cell RNA-sequencing of differentiating iPS cells reveals dynamic genetic effects on gene expression.pdf,2020,,Nature Communications,True,SciHub,Anna S. E. Cuomo and Daniel D. Seaton and Davis J. McCarthy and Iker Martinez and Marc Jan Bonder and Jose Garcia-Bernardo and Shradha Amatya and Pedro Madrigal and Abigail Isaacson and Florian Buettner and Andrew Knights and Kedar Nath Natarajan and Chukwuma A. Agu and Alex Alderton and Petr Danecek and Rachel Denton and Richard Durbin and Daniel J. Gaffney and Angela Goncalves and Reena Halai and Sarah Harper and Christopher M. Kirton and Anja Kolb-Kokocinski and Andreas Leha and Shane A. McCarthy and Yasin Memari and Minal Patel and Ewan Birney and Francesco Paolo Casale and Laura Clarke and Peter W. Harrison and Helena Kilpinen and Ian Streeter and Davide Denovi and Ruta Meleckyte and Natalie Moens and Fiona M. Watt and Willem H. Ouwehand and Angus I. Lamond and Dalila Bensaddek and Philip Beales and Ludovic Vallier and John C. Marioni and Mariya Chhatriwala and Oliver Stegle and
The Repertoire of Serous Ovarian Cancer Non-genetic Heterogeneity Revealed by Single-Cell Sequencing of Normal Fallopian Tube Epithelial Cells,,10.1016/j.ccell.2020.01.003,True,The Repertoire of Serous Ovarian Cancer Non-genetic Heterogeneity Revealed by Single-Cell Sequencing of Normal Fallopian Tube Epithelial Cells.pdf,2020,,Cancer Cell,True,SciHub,Zhiyuan Hu and Mara Artibani and Abdulkhaliq Alsaadi and Nina Wietek and Matteo Morotti and Tingyan Shi and Zhe Zhong and Laura Santana Gonzalez and Salma El-Sahhar and Eli M. Carrami and Garry Mallett and Yun Feng and Kenta Masuda and Yiyan Zheng and Kay Chong and Stephen Damato and Sunanda Dhar and Leticia Campo and Riccardo Garruto Campanile and Hooman Soleymani majd and Vikram Rai and David Maldonado-Perez and Stephanie Jones and Vincenzo Cerundolo and Tatjana Sauka-Spengler and Christopher Yau and Ahmed Ashour Ahmed
Regenerative lineages and immune-mediated pruning in lung cancer metastasis,,10.1038/s41591-019-0750-6,True,Regenerative lineages and immune-mediated pruning in lung cancer metastasis.pdf,2020,,Nature Medicine,True,SciHub,Ashley M. Laughney and Jing Hu and Nathaniel R. Campbell and Samuel F. Bakhoum and Manu Setty and Vincent-Philippe Lavall{\'{e}}e and Yubin Xie and Ignas Masilionis and Ambrose J. Carr and Sanjay Kottapalli and Viola Allaj and Marissa Mattar and Natasha Rekhtman and Joao B. Xavier and Linas Mazutis and John T. Poirier and Charles M. Rudin and Dana Pe'er and Joan Massagu{\'{e}}
Clonal ZEB1-Driven Mesenchymal Transition Promotes Targetable Oncologic Antiangiogenic Therapy Resistance,,10.1158/0008-5472.CAN-19-1305,True,,2020,,Cancer Research,False,,Ankush Chandra and Arman Jahangiri and William Chen and Alan T. Nguyen and Garima Yagnik and Matheus P. Pereira and Saket Jain and Joseph H. Garcia and Sumedh S. Shah and Harsh Wadhwa and Rushikesh S. Joshi and Jacob Weiss and Kayla J. Wolf and Jung-Ming G. Lin and Sören Müller and Jonathan W. Rick and Aaron A. Diaz and Luke A. Gilbert and Sanjay Kumar and Manish K. Aghi
Genetic Variation in Type 1 Diabetes Reconfigures the 3D Chromatin Organization of T Cells and Alters Gene Expression,,10.1016/j.immuni.2020.01.003,True,Genetic Variation in Type 1 Diabetes Reconfigures the 3D Chromatin Organization of T Cells and Alters Gene Expression.pdf,2020,,Immunity,True,SciHub,Maria Fasolino and Naomi Goldman and Wenliang Wang and Benjamin Cattau and Yeqiao Zhou and Jelena Petrovic and Verena M. Link and Allison Cote and Aditi Chandra and Michael Silverman and Eric F. Joyce and Shawn C. Little and Klaus H. Kaestner and Ali Naji and Arjun Raj and Jorge Henao-Mejia and Robert B. Faryabi and Golnaz Vahedi
Transcriptional Programs Define Intratumoral Heterogeneity of Ewing Sarcoma at Single-Cell Resolution,,10.1016/j.celrep.2020.01.049,True,,2020,,Cell Reports,False,,Marie-Ming Aynaud and Olivier Mirabeau and Nadege Gruel and Sandrine Grosset{\^{e}}te and Valentina Boeva and Simon Durand and Didier Surdez and Olivier Saulnier and Sakina Zaïdi and Svetlana Gribkova and Aziz Fouch{\'{e}} and Ulykbek Kairov and Virginie Raynal and Franck Tirode and Thomas G.P. Grünewald and Mylene Bohec and Sylvain Baulande and Isabelle Janoueix-Lerosey and Jean-Philippe Vert and Emmanuel Barillot and Olivier Delattre and Andrei Zinovyev
Neonatal Rhesus Macaques Have Distinct Immune Cell Transcriptional Profiles following HIV Envelope Immunization,,10.1016/j.celrep.2019.12.091,True,Neonatal Rhesus Macaques Have Distinct Immune Cell Transcriptional Profiles following HIV Envelope Immunization.pdf,2020,,Cell Reports,True,SciHub,Qifeng Han and Todd Bradley and Wilton B. Williams and Derek W. Cain and David C. Montefiori and Kevin O. Saunders and Robert J. Parks and Regina W. Edwards and Guido Ferrari and Olaf Mueller and Xiaoying Shen and Kevin J. Wiehe and Steven Reed and Christopher B. Fox and Wes Rountree and Nathan A. Vandergrift and Yunfei Wang and Laura L. Sutherland and Sampa Santra and M. Anthony Moody and Sallie R. Permar and Georgia D. Tomaras and Mark G. Lewis and Koen K.A. Van Rompay and Barton F. Haynes
"Single-Cell Transcriptomic Comparison of Human Fetal Retina, hPSC-Derived Retinal Organoids, and Long-Term Retinal Cultures",,10.1016/j.celrep.2020.01.007,True,Single-Cell Transcriptomic Comparison of Human Fetal Retina_ hPSC-Derived Retinal Organoids_ and Long-Term Retinal Cultures.pdf,2020,,Cell Reports,True,SciHub,Akshayalakshmi Sridhar and Akina Hoshino and Connor R. Finkbeiner and Alex Chitsazan and Li Dai and Alexandra K. Haugan and Kayla M. Eschenbacher and Dana L. Jackson and Cole Trapnell and Olivia Bermingham-McDonogh and Ian Glass and Thomas A. Reh
Glial cell diversity and methamphetamine-induced neuroinflammation in human cerebral organoids,,10.1038/s41380-020-0676-x,True,Glial cell diversity and methamphetamine-induced neuroinflammation in human cerebral organoids.pdf,2020,,Molecular Psychiatry,True,SciHub,Jason Dang and Shashi Kant Tiwari and Kriti Agrawal and Hui Hui and Yue Qin and Tariq M. Rana
CellTagging: combinatorial indexing to simultaneously map lineage and identity at single-cell resolution,,10.1038/s41596-019-0247-2,True,CellTagging_ combinatorial indexing to simultaneously map lineage and identity at single-cell resolution.pdf,2020,,Nature Protocols,True,SciHub,Wenjun Kong and Brent A. Biddy and Kenji Kamimoto and Junedh M. Amrute and Emily G. Butka and Samantha A. Morris
A claustrum in reptiles and its role in slow-wave sleep,,10.1038/s41586-020-1993-6,True,,2020,,Nature,False,,Hiroaki Norimoto and Lorenz A. Fenk and Hsing-Hsi Li and Maria Antonietta Tosches and Tatiana Gallego-Flores and David Hain and Sam Reiter and Riho Kobayashi and Angeles Macias and Anja Arends and Michaela Klinkmann and Gilles Laurent
MAFG-driven astrocytes promote CNS inflammation,,10.1038/s41586-020-1999-0,True,,2020,,Nature,False,,Michael A. Wheeler and Iain C. Clark and Emily C. Tjon and Zhaorong Li and Stephanie E. J. Zandee and Charles P. Couturier and Brianna R. Watson and Giulia Scalisi and Sarah Alkwai and Veit Rothhammer and Assaf Rotem and John A. Heyman and Shravan Thaploo and Liliana M. Sanmarco and Jiannis Ragoussis and David A. Weitz and Kevin Petrecca and Jeffrey R. Moffitt and Burkhard Becher and Jack P. Antel and Alexandre Prat and Francisco J. Quintana
Immune cell landscaping reveals a protective role for regulatory T cells during kidney injury and fibrosis,,10.1172/jci.insight.130651,True,,2020,,{JCI} Insight,False,,Fernanda do Valle Duraes and Armelle Lafont and Martin Beibel and Kea Martin and Katy Darribat and Rachel Cuttat and Annick Waldt and Ulrike Naumann and Grazyna Wieczorek and Swann Gaulis and Sabina Pfister and Kirsten D. Mertz and Jianping Li and Guglielmo Roma and Max Warncke
Single cell RNA-seq reveals the landscape of tumor and infiltrating immune cells in nasopharyngeal carcinoma,,10.1016/j.canlet.2020.02.010,True,Single cell RNA-seq reveals the landscape of tumor and infiltrating immune cells in nasopharyngeal carcinoma.pdf,2020,,Cancer Letters,True,SciHub,Jin Zhao and Can Guo and Fang Xiong and Jianjun Yu and Junshang Ge and Hui Wang and Qianjin Liao and Yujuan Zhou and Qian Gong and Bo Xiang and Ming Zhou and Xiaoling Li and Guiyuan Li and Wei Xiong and Jian Fang and Zhaoyang Zeng
A living biobank of ovarian cancer ex vivo models reveals profound mitotic heterogeneity,,10.1038/s41467-020-14551-2,True,A living biobank of ovarian cancer ex vivo models reveals profound mitotic heterogeneity.pdf,2020,,Nature Communications,True,SciHub,Louisa Nelson and Anthony Tighe and Anya Golder and Samantha Littler and Bjorn Bakker and Daniela Moralli and Syed Murtuza Baker and Ian J. Donaldson and Diana C. J. Spierings and Ren{\'{e}} Wardenaar and Bethanie Neale and George J. Burghel and Brett Winter-Roach and Richard Edmondson and Andrew R. Clamp and Gordon C. Jayson and Sudha Desai and Catherine M. Green and Andy Hayes and Floris Foijer and Robert D. Morgan and Stephen S. Taylor
Epithelial Vegfa Specifies a Distinct Endothelial Population in the Mouse Lung,,10.1016/j.devcel.2020.01.009,True,Epithelial Vegfa Specifies a Distinct Endothelial Population in the Mouse Lung.pdf,2020,,Developmental Cell,True,SciHub,Lisandra Vila Ellis and Margo P. Cain and Vera Hutchison and Per Flodby and Edward D. Crandall and Zea Borok and Bin Zhou and Edwin J. Ostrin and Joshua D. Wythe and Jichao Chen
Single-Cell Transcriptome Atlas of Murine Endothelial Cells,,10.1016/j.cell.2020.01.015,True,Single-Cell Transcriptome Atlas of Murine Endothelial Cells.pdf,2020,,Cell,True,SciHub,Joanna Kalucka and Laura P.M.H. de Rooij and Jermaine Goveia and Katerina Rohlenova and S{\'{e}}bastien J. Dumas and Elda Meta and Nadine V. Conchinha and Federico Taverna and Laure-Anne Teuwen and Koen Veys and Melissa Garc{\'{\i}}a-Caballero and Shawez Khan and Vincent Geldhof and Liliana Sokol and Rongyuan Chen and Lucas Treps and Mila Borri and Pauline de Zeeuw and Charlotte Dubois and Tobias K. Karakach and Kim D. Falkenberg and Magdalena Parys and Xiangke Yin and Stefan Vinckier and Yuxiang Du and Robert A. Fenton and Luc Schoonjans and Mieke Dewerchin and Guy Eelen and Bernard Thienpont and Lin Lin and Lars Bolund and Xuri Li and Yonglun Luo and Peter Carmeliet
